timestamp,open,low,high,close,volume,code
2022-11-24 10:02:00,1815,1810,1815,1815,590500,ADMR
2022-11-24 10:03:00,1815,1815,1815,1815,10200,ADMR
2022-11-24 10:04:00,1815,1810,1815,1815,10700,ADMR
2022-11-24 10:05:00,1815,1810,1815,1810,97900,ADMR
2022-11-24 10:06:00,1815,1810,1820,1815,877200,ADMR
2022-11-24 10:07:00,1820,1815,1820,1820,16400,ADMR
2022-11-24 10:08:00,1820,1815,1820,1815,59000,ADMR
2022-11-24 10:09:00,1820,1815,1820,1815,36000,ADMR
2022-11-24 10:10:00,1815,1815,1820,1820,39000,ADMR
2022-11-24 10:11:00,1820,1820,1820,1820,62800,ADMR
2022-11-24 10:12:00,1820,1815,1825,1825,779700,ADMR
2022-11-24 10:13:00,1820,1820,1825,1820,59100,ADMR
2022-11-24 10:14:00,1825,1820,1825,1825,54300,ADMR
2022-11-24 10:15:00,1825,1820,1825,1825,27800,ADMR
2022-11-24 10:16:00,1820,1820,1825,1820,14200,ADMR
2022-11-24 10:17:00,1820,1820,1825,1825,22000,ADMR
2022-11-24 10:18:00,1825,1820,1830,1830,809400,ADMR
2022-11-24 10:19:00,1830,1825,1830,1830,128300,ADMR
2022-11-24 10:20:00,1830,1825,1830,1830,31400,ADMR
2022-11-24 10:21:00,1830,1830,1830,1830,369900,ADMR
2022-11-24 10:22:00,1830,1825,1830,1830,103100,ADMR
2022-11-24 10:23:00,1830,1830,1835,1835,130200,ADMR
2022-11-24 10:24:00,1835,1830,1835,1830,252900,ADMR
2022-11-24 10:25:00,1830,1830,1830,1830,107400,ADMR
2022-11-24 10:26:00,1830,1825,1830,1830,110900,ADMR
2022-11-24 10:27:00,1830,1825,1830,1830,61800,ADMR
2022-11-24 10:28:00,1825,1825,1830,1830,26400,ADMR
2022-11-24 10:29:00,1830,1825,1830,1830,23200,ADMR
2022-11-24 10:30:00,1830,1825,1830,1830,17800,ADMR
2022-11-24 10:31:00,1830,1825,1830,1830,25600,ADMR
2022-11-24 10:32:00,1830,1825,1830,1825,4400,ADMR
2022-11-24 10:33:00,1825,1825,1830,1830,5600,ADMR
2022-11-24 10:34:00,1830,1825,1830,1830,8400,ADMR
2022-11-24 10:35:00,1830,1825,1830,1830,3600,ADMR
2022-11-24 10:36:00,1830,1825,1830,1830,10800,ADMR
2022-11-24 10:37:00,1830,1825,1830,1825,72000,ADMR
2022-11-24 10:38:00,1825,1825,1830,1830,137100,ADMR
2022-11-24 10:39:00,1825,1825,1830,1830,10300,ADMR
2022-11-24 10:40:00,1830,1825,1830,1825,42800,ADMR
2022-11-24 10:41:00,1825,1825,1830,1830,24500,ADMR
2022-11-24 10:42:00,1825,1825,1830,1830,4200,ADMR
2022-11-24 10:43:00,1830,1830,1830,1830,5500,ADMR
2022-11-24 10:44:00,1825,1825,1825,1825,0,ADMR
2022-11-24 10:45:00,1825,1825,1825,1825,15271600,ADMR
2022-11-24 10:46:00,1825,1820,1830,1825,178500,ADMR
2022-11-24 10:47:00,1825,1820,1835,1835,458300,ADMR
2022-11-24 10:48:00,1835,1830,1835,1830,16400,ADMR
2022-11-24 10:49:00,1835,1835,1835,1835,144800,ADMR
2022-11-24 10:50:00,1835,1830,1835,1835,89100,ADMR
2022-11-24 10:51:00,1830,1830,1835,1835,22700,ADMR
2022-11-24 10:52:00,1830,1830,1835,1835,286400,ADMR
2022-11-24 10:53:00,1830,1825,1835,1825,366900,ADMR
2022-11-24 10:54:00,1835,1825,1835,1835,50900,ADMR
2022-11-24 10:55:00,1830,1830,1835,1835,119400,ADMR
2022-11-24 10:56:00,1835,1825,1835,1830,26900,ADMR
2022-11-24 10:57:00,1825,1825,1830,1830,9200,ADMR
2022-11-24 10:58:00,1830,1825,1830,1830,34300,ADMR
2022-11-24 10:59:00,1825,1825,1830,1830,13100,ADMR
2022-11-24 11:00:00,1830,1830,1835,1830,132700,ADMR
2022-11-24 11:01:00,1830,1830,1830,1830,1500,ADMR
2022-11-24 11:02:00,1830,1825,1830,1830,68800,ADMR
2022-11-24 11:03:00,1830,1830,1830,1830,4700,ADMR
2022-11-24 11:04:00,1830,1830,1835,1830,3900,ADMR
2022-11-24 11:05:00,1835,1830,1835,1830,38000,ADMR
2022-11-24 11:06:00,1830,1830,1835,1835,45700,ADMR
2022-11-24 11:07:00,1835,1830,1835,1830,7300,ADMR
2022-11-24 11:08:00,1830,1830,1830,1830,13100,ADMR
2022-11-24 11:09:00,1830,1830,1840,1835,523500,ADMR
2022-11-24 11:10:00,1835,1835,1835,1835,57900,ADMR
2022-11-24 11:11:00,1835,1835,1840,1835,6000,ADMR
2022-11-24 11:12:00,1835,1835,1840,1835,65400,ADMR
2022-11-24 11:13:00,1835,1835,1835,1835,20600,ADMR
2022-11-24 11:14:00,1835,1835,1835,1835,55200,ADMR
2022-11-24 11:15:00,1835,1835,1835,1835,86600,ADMR
2022-11-24 11:16:00,1835,1830,1840,1835,16800,ADMR
2022-11-24 11:17:00,1830,1830,1835,1835,6900,ADMR
2022-11-24 11:18:00,1835,1830,1840,1830,83100,ADMR
2022-11-24 11:19:00,1840,1835,1840,1835,0,ADMR
2022-11-24 11:20:00,1835,1830,1835,1835,70300,ADMR
2022-11-24 11:21:00,1835,1835,1835,1835,56500,ADMR
2022-11-24 11:22:00,1835,1830,1840,1840,66600,ADMR
2022-11-24 11:23:00,1840,1840,1840,1840,0,ADMR
2022-11-24 11:24:00,1840,1840,1840,1840,3100,ADMR
2022-11-24 11:25:00,1840,1835,1840,1835,29800,ADMR
2022-11-24 11:26:00,1835,1835,1840,1835,102200,ADMR
2022-11-24 11:27:00,1835,1835,1835,1835,13400,ADMR
2022-11-24 11:28:00,1835,1835,1845,1840,532900,ADMR
2022-11-24 11:29:00,1840,1840,1845,1840,185600,ADMR
2022-11-24 11:30:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:31:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:32:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:33:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:34:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:35:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:36:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:37:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:38:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:39:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:40:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:41:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:42:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:43:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:44:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:45:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:46:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:47:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:48:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:49:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:50:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:51:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:52:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:53:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:54:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:55:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:56:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:57:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:58:00,1840,1840,1845,1840,0,ADMR
2022-11-24 11:59:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:00:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:01:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:02:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:03:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:04:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:05:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:06:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:07:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:08:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:09:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:10:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:11:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:12:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:13:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:14:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:15:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:16:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:17:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:18:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:19:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:20:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:21:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:22:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:23:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:24:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:25:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:26:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:27:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:28:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:29:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:30:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:31:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:32:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:33:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:34:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:35:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:36:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:37:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:38:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:39:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:40:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:41:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:42:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:43:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:44:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:45:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:46:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:47:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:48:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:49:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:50:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:51:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:52:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:53:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:54:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:55:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:56:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:57:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:58:00,1840,1840,1845,1840,0,ADMR
2022-11-24 12:59:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:00:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:01:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:02:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:03:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:04:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:05:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:06:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:07:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:08:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:09:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:10:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:11:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:12:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:13:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:14:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:15:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:16:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:17:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:18:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:19:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:20:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:21:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:22:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:23:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:24:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:25:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:26:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:27:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:28:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:29:00,1840,1840,1845,1840,0,ADMR
2022-11-24 13:30:00,1840,1835,1840,1840,359100,ADMR
2022-11-24 13:31:00,1835,1835,1835,1835,18300,ADMR
2022-11-24 13:32:00,1835,1835,1835,1835,0,ADMR
2022-11-24 13:33:00,1835,1835,1840,1840,215000,ADMR
2022-11-24 13:34:00,1840,1835,1840,1840,9300,ADMR
2022-11-24 13:35:00,1835,1835,1845,1840,846500,ADMR
2022-11-24 13:36:00,1845,1840,1845,1840,149100,ADMR
2022-11-24 13:37:00,1840,1840,1845,1845,533200,ADMR
2022-11-24 13:38:00,1845,1840,1845,1845,197100,ADMR
2022-11-24 13:39:00,1850,1845,1850,1845,166300,ADMR
2022-11-24 13:40:00,1850,1845,1850,1845,25100,ADMR
2022-11-24 13:41:00,1850,1845,1850,1850,11300,ADMR
2022-11-24 13:42:00,1850,1845,1850,1850,103500,ADMR
2022-11-24 13:43:00,1845,1845,1850,1850,54000,ADMR
2022-11-24 13:44:00,1850,1840,1850,1840,599200,ADMR
2022-11-24 13:45:00,1840,1840,1845,1840,137400,ADMR
2022-11-24 13:46:00,1840,1840,1845,1840,171000,ADMR
2022-11-24 13:47:00,1840,1840,1840,1840,198400,ADMR
2022-11-24 13:48:00,1840,1840,1840,1840,302700,ADMR
2022-11-24 13:49:00,1835,1835,1840,1840,261500,ADMR
2022-11-24 13:50:00,1840,1840,1840,1840,3500,ADMR
2022-11-24 13:51:00,1845,1835,1845,1835,300300,ADMR
2022-11-24 13:52:00,1840,1835,1840,1840,107500,ADMR
2022-11-24 13:53:00,1840,1840,1840,1840,33100,ADMR
2022-11-24 13:54:00,1840,1835,1840,1840,94100,ADMR
2022-11-24 13:55:00,1835,1835,1845,1840,78200,ADMR
2022-11-24 13:56:00,1840,1840,1840,1840,20600,ADMR
2022-11-24 13:57:00,1840,1840,1845,1840,181200,ADMR
2022-11-24 13:58:00,1840,1835,1840,1840,512000,ADMR
2022-11-24 13:59:00,1835,1835,1835,1835,64300,ADMR
2022-11-24 14:00:00,1840,1840,1850,1850,2992400,ADMR
2022-11-24 14:01:00,1855,1850,1860,1855,1409100,ADMR
2022-11-24 14:02:00,1855,1855,1865,1860,2533100,ADMR
2022-11-24 14:03:00,1865,1860,1870,1870,389000,ADMR
2022-11-24 14:04:00,1870,1865,1870,1870,285200,ADMR
2022-11-24 14:05:00,1870,1865,1875,1870,799600,ADMR
2022-11-24 14:06:00,1870,1870,1875,1870,307700,ADMR
2022-11-24 14:07:00,1870,1870,1875,1870,39000,ADMR
2022-11-24 14:08:00,1870,1870,1880,1875,793300,ADMR
2022-11-24 14:09:00,1875,1870,1890,1890,3223800,ADMR
2022-11-24 14:10:00,1890,1890,1895,1890,178500,ADMR
2022-11-24 14:11:00,1895,1890,1895,1895,353400,ADMR
2022-11-24 14:12:00,1895,1890,1900,1890,1108500,ADMR
2022-11-24 14:13:00,1895,1890,1895,1895,119600,ADMR
2022-11-24 14:14:00,1895,1890,1895,1890,120700,ADMR
2022-11-24 14:15:00,1890,1890,1895,1895,72600,ADMR
2022-11-24 14:16:00,1890,1885,1895,1885,2724500,ADMR
2022-11-24 14:17:00,1885,1880,1890,1880,299800,ADMR
2022-11-24 14:18:00,1885,1880,1885,1885,334800,ADMR
2022-11-24 14:19:00,1880,1880,1885,1880,224500,ADMR
2022-11-24 14:20:00,1880,1875,1885,1875,387100,ADMR
2022-11-24 14:21:00,1875,1875,1875,1875,633400,ADMR
2022-11-24 14:22:00,1875,1875,1875,1875,63400,ADMR
2022-11-24 14:23:00,1875,1875,1880,1880,324700,ADMR
2022-11-24 14:24:00,1875,1875,1880,1875,9100,ADMR
2022-11-24 14:25:00,1875,1875,1875,1875,348500,ADMR
2022-11-24 14:26:00,1875,1875,1880,1875,15500,ADMR
2022-11-24 14:27:00,1880,1875,1880,1875,8800,ADMR
2022-11-24 14:28:00,1875,1875,1880,1875,386500,ADMR
2022-11-24 14:29:00,1880,1875,1880,1875,68000,ADMR
2022-11-24 14:30:00,1875,1875,1880,1880,26200,ADMR
2022-11-24 14:31:00,1880,1875,1880,1875,81300,ADMR
2022-11-24 14:32:00,1880,1875,1880,1875,132700,ADMR
2022-11-24 14:33:00,1880,1875,1880,1875,26000,ADMR
2022-11-24 14:34:00,1880,1875,1880,1875,220400,ADMR
2022-11-24 14:35:00,1880,1875,1880,1880,347000,ADMR
2022-11-24 14:36:00,1880,1875,1880,1875,265100,ADMR
2022-11-24 14:37:00,1875,1870,1875,1870,1450100,ADMR
2022-11-24 14:38:00,1870,1860,1870,1865,3225100,ADMR
2022-11-24 14:39:00,1860,1860,1875,1870,234800,ADMR
2022-11-24 14:40:00,1870,1865,1870,1870,78400,ADMR
2022-11-24 14:41:00,1865,1865,1870,1865,179700,ADMR
2022-11-24 14:42:00,1865,1860,1870,1860,119200,ADMR
2022-11-24 14:43:00,1865,1865,1870,1865,48500,ADMR
2022-11-24 14:44:00,1870,1865,1870,1865,143400,ADMR
2022-11-24 14:45:00,1865,1865,1865,1865,107900,ADMR
2022-11-24 14:46:00,1865,1865,1870,1870,307900,ADMR
2022-11-24 14:47:00,1870,1865,1870,1865,77200,ADMR
2022-11-24 14:48:00,1870,1865,1870,1870,176500,ADMR
2022-11-24 14:49:00,1870,1865,1870,1865,423000,ADMR
2022-11-24 14:50:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:51:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:52:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:53:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:54:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:55:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:56:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:57:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:58:00,1870,1865,1870,1865,0,ADMR
2022-11-24 14:59:00,1870,1865,1870,1865,0,ADMR
2022-11-24 15:00:00,1855,1855,1855,1855,1869100,ADMR
2022-11-24 15:01:00,1855,1855,1855,1855,56900,ADMR
2022-11-24 15:02:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:03:00,1855,1855,1855,1855,2100,ADMR
2022-11-24 15:04:00,1855,1855,1855,1855,7500,ADMR
2022-11-24 15:05:00,1855,1855,1855,1855,3100,ADMR
2022-11-24 15:06:00,1855,1855,1855,1855,21300,ADMR
2022-11-24 15:07:00,1855,1855,1855,1855,9100,ADMR
2022-11-24 15:08:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:09:00,1855,1855,1855,1855,6300,ADMR
2022-11-24 15:10:00,1855,1855,1855,1855,700,ADMR
2022-11-24 15:11:00,1855,1855,1855,1855,152400,ADMR
2022-11-24 15:12:00,1855,1855,1855,1855,7800,ADMR
2022-11-24 15:13:00,1855,1855,1855,1855,73000,ADMR
2022-11-24 15:14:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:15:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:16:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:17:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:18:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:19:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:20:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:21:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:22:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:23:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:24:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:25:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:26:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:27:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:28:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:29:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:30:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:31:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:32:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:33:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:34:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:35:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:36:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:37:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:38:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:39:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:40:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:41:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:42:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:43:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:44:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:45:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:46:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:47:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:48:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:49:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:50:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:51:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:52:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:53:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:54:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:55:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:56:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:57:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:58:00,1855,1855,1855,1855,0,ADMR
2022-11-24 15:59:00,1855,1855,1855,1855,0,ADMR
2022-11-24 08:59:00,3760,3760,3760,3760,0,ADRO
2022-11-24 09:00:00,3770,3760,3770,3770,669600,ADRO
2022-11-24 09:01:00,3780,3760,3780,3770,1746800,ADRO
2022-11-24 09:02:00,3770,3770,3780,3780,111400,ADRO
2022-11-24 09:03:00,3780,3760,3780,3770,173100,ADRO
2022-11-24 09:04:00,3770,3760,3770,3760,229600,ADRO
2022-11-24 09:05:00,3760,3760,3770,3770,265800,ADRO
2022-11-24 09:06:00,3770,3770,3780,3780,51700,ADRO
